pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,churn
2.6926315011899464,1.1819549490848265,-1.9748825900913258,-0.100606934515196,-0.1558253855058426,-0.1544328036671082,-0.6417405579654399,0.2984887018549375,0
2.6718696887887385,-0.7847498327629158,0.07818089945772083,0.36782286626594984,0.5812664279943266,0.6045518142684897,-1.094303411522128,0.2300875196572528,0
-1.0185210141806782,0.9290015581215633,-1.516070975374163,0.8745064465617111,1.3516543860191017,-0.9655641577007261,-0.9502087060193896,-0.014730912099154437,0
-0.8690996885356038,5.387428578333902,0.6483605083800795,-0.8094146428438231,1.7259697108736103,-2.427426953500827,1.1620792459542035,0.017788595699376398,0
-0.9146632883318822,2.872560229742718,3.2817468970595653,-1.473765365856997,0.9476601888588946,-0.11598865769964026,0.17402312962622138,-0.0015291738053482013,0
-0.8342927783516626,3.965171406111647,2.225336449544017,0.47738066793024947,-1.2670314473818285,-1.5247969057422346,0.34982399532676123,-0.007380379570252677,0
2.6549507336817166,0.2772357745420058,-1.0125912888313908,0.30406881860084783,-2.3677054628470784,1.33843490428511,2.064492275451528,0.36800971757069445,0
-0.9288815322318635,2.6924763639202234,3.4264266610247662,-0.008730373348412347,0.72624369620359,-2.6705355399292774,0.005404152170959642,-0.004885762696048092,0
-0.9727826686577667,-0.18718089487003595,-0.31159826099744337,0.6504028475104239,-2.8253390538608647,1.1196237166047578,0.11364528040080912,-0.026986564117789408,0
3.3807659517503623,4.468549512125217,1.6118293447381775,0.9628277861541417,-0.3362723464072599,-0.3077849708411389,-0.5049429011967442,-0.42121568770571866,0
-1.0830747693815053,-1.2664317023016018,0.7215306166568072,-0.2142225665398116,0.5675959862842691,1.6692901908802873,1.2949830965727098,-0.006374154290200441,1
-1.0453062513219096,-0.1353237616878386,-0.48319191828576535,0.5475577481034974,0.08782096232322073,-1.2804220395238366,-0.48019428782015466,-0.018583289902450464,0
-1.046941922020279,-0.7341689106731872,0.20550207306116294,0.036184575233910485,-0.06145692713038104,1.4976740382532863,0.6411302729754547,-0.012790931256119667,0
